model,comparison,baseline_stage,candidate_stage,image_key,page_key,reference,baseline_hypothesis,candidate_hypothesis,baseline_cer,candidate_cer,cer_delta,baseline_wer,candidate_wer,wer_delta,baseline_exact_match,candidate_exact_match,exact_match_delta,baseline_missing_output,candidate_missing_output,missing_output_delta,baseline_runtime,candidate_runtime,runtime_delta
tesseract,run_1_to_run_2,run_1,run_2,test/12/70/21,test_12_70,దినోత్సవాల,నీనోత్సుయలోల,దీనోత్స లాల,0.6,0.3,-0.3,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2935991510021267,0.6065599590001511,-0.6870391920019756
tesseract,run_1_to_run_2,run_1,run_2,test/12/70/22,test_12_70,పగుళ్లు,పు,స,0.7142857142857143,1.0,0.2857142857142857,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9183143850095803,0.598052359000576,-0.32026202600900433
tesseract,run_1_to_run_2,run_1,run_2,test/12/70/23,test_12_70,బిల్లింగ్స్,,ఖండే,1.0,0.9090909090909091,-0.09090909090909094,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.216689770008088,0.5738664310001695,-0.6428233390079185
tesseract,run_1_to_run_2,run_1,run_2,test/12/70/24,test_12_70,మధుర,మదుర,మధుర,0.25,0.0,-0.25,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.400302742011263,0.561669081999753,-0.8386336600115101
tesseract,run_1_to_run_2,run_1,run_2,test/12/70/25,test_12_70,జు,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9362072910007555,0.560844294999697,-0.3753629960010585
tesseract,run_1_to_run_2,run_1,run_2,test/12/70/3,test_12_70,అనుబంధాల్లో,ఆసు ఖం౦కో లో,అడు ఖంధ్గాలో,0.7272727272727273,0.5454545454545454,-0.18181818181818188,3.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6341406870051287,0.5934526130004087,-0.040688074004719965
tesseract,run_1_to_run_2,run_1,run_2,test/12/70/4,test_12_70,చేయలేమని,,హయ రమని,1.0,0.5,-0.5,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.5874753759999294,0.5859276610008237,-0.001547714999105665
tesseract,run_1_to_run_2,run_1,run_2,test/12/70/5,test_12_70,ఒకదాని,,దాగే,1.0,0.6666666666666666,-0.33333333333333337,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.56254474700836,0.6115449130002162,0.04900016599185619
tesseract,run_1_to_run_2,run_1,run_2,test/12/70/6,test_12_70,రోజుల్లోకి,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5755373130086809,0.570162590000109,-0.005374723008571891
tesseract,run_1_to_run_2,run_1,run_2,test/12/70/7,test_12_70,జరగడంతో,ఖర్రగ టంత,,0.8571428571428571,1.0,0.1428571428571429,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7616359700041357,0.5871152359995904,-0.17452073400454537
tesseract,run_1_to_run_2,run_1,run_2,test/12/70/8,test_12_70,జరగకుండా,సరేగేఏ ౦ గ్రా,సరగేల ద్రా,1.25,0.875,-0.375,3.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7241599809931358,0.5983749919996626,-0.12578498899347323
tesseract,run_1_to_run_2,run_1,run_2,test/12/70/9,test_12_70,పాల్పడి,,హాల,1.0,0.7142857142857143,-0.2857142857142857,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.6616787960083457,0.607875882999906,-0.053802913008439646
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/1,test_13_12,కొనసాగించనున్నారు,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6990128670004196,0.6987772470001801,-0.00023562000023957808
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/10,test_13_12,పరిస్థితులవల్ల,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6312996560009196,0.7390846500002226,0.10778499399930297
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/11,test_13_12,అక్కడికి,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5672149549936876,0.5563203749998138,-0.010894579993873776
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/12,test_13_12,జరుగుతున్నా,,జరీ్‌ ు,1.0,0.7272727272727273,-0.2727272727272727,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.6020395270024892,0.598337440999785,-0.0037020860027041635
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/13,test_13_12,కొలిచి,,క,1.0,0.8333333333333334,-0.16666666666666663,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.5396422799967695,0.5786182589999953,0.0389759790032258
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/14,test_13_12,ఘోరాతిఘోరమై,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7280309860070702,0.684049597000012,-0.04398138900705817
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/15,test_13_12,హెడ్లీని,,బాం,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.6178948669985402,0.6116897790006988,-0.006205087997841474
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/16,test_13_12,ప్రకటిస్తున్నాడు,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.667798476992175,0.6767668769998636,0.008968400007688615
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/17,test_13_12,బాల్యంలోనే,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.602829142997507,0.5986285029994178,-0.004200639998089173
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/18,test_13_12,దూరాన,,మూ,1.0,0.8,-0.19999999999999996,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.5930896780046169,0.5777771329994721,-0.015312545005144784
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/19,test_13_12,చిరంజీవుల,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6675674989965046,0.5631739390000803,-0.1043935599964243
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/2,test_13_12,వివక్షతలవంటి,,ణక భలం,1.0,0.75,-0.25,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.6694582240015734,0.6083272590003617,-0.061130965001211734
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/20,test_13_12,ఉభయులూ,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6062576199910836,0.5437133730001733,-0.06254424699091032
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/21,test_13_12,మూసివేసిన,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6846760039916262,0.6114433880002252,-0.07323261599140096
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/22,test_13_12,కడియం,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6072843129950343,0.5587121529997603,-0.04857215999527398
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/23,test_13_12,రాణిస్తాడు,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5944511260022409,0.5687904309997975,-0.02566069500244339
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/3,test_13_12,ఆటోగ్రాఫ్,,ర్యా,1.0,0.7777777777777778,-0.2222222222222222,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.5782175739877857,0.5404660909998711,-0.03775148298791464
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/4,test_13_12,లగడపాటి,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5677874059911119,0.589588767999885,0.02180136200877314
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/5,test_13_12,విశ్వాసాన్నీ,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5796712589944946,0.5531979750003302,-0.026473283994164376
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/6,test_13_12,విషాదాలు,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5905392259883229,0.5556260090006617,-0.034913216987661144
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/7,test_13_12,సమాఖ్య,,నూ,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.5864852380036609,0.5145727509998324,-0.07191248700382857
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/8,test_13_12,ఆల్ఫ్రెడ్,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5846299410040956,0.5664733140001772,-0.018156627003918402
tesseract,run_1_to_run_2,run_1,run_2,test/13/12/9,test_13_12,సినిమాలోనూ,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6273880600056145,0.5812199779993534,-0.0461680820062611
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/1,test_13_13,సుబ్బారావుగారు,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6598649570078123,0.6162404750002679,-0.04362448200754443
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/10,test_13_13,దొరికిపోయిన,ని,,0.9090909090909091,1.0,0.09090909090909094,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5846815330005484,0.5922821549993387,0.007600621998790302
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/11,test_13_13,జీన్,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5271789879916469,0.5222382239999206,-0.004940763991726271
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/12,test_13_13,ఫీవరు,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.538403885992011,0.6063250080005673,0.06792112200855627
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/13,test_13_13,యావదాంధ్ర,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6100854969990905,0.597818049000125,-0.012267447998965508
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/14,test_13_13,ఛార్జీలు,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5906280460039852,0.5866442710002957,-0.003983775003689516
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/15,test_13_13,చోటునాది,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6050633929989999,0.601337224999952,-0.0037261679990479024
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/16,test_13_13,వడ్డన,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.563092587995925,0.5900402600000234,0.026947672004098422
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/17,test_13_13,చిన్నచిన్న,,ర,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.5957343170011882,0.5534699099998761,-0.042264407001312065
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/18,test_13_13,మనస్సును,,మునల్ల నా,1.0,0.625,-0.375,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.6545702720031841,0.5737934989992937,-0.08077677300389041
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/19,test_13_13,తలను,,ల్‌,1.0,0.75,-0.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.617622071004007,0.5865881449999506,-0.03103392600405641
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/2,test_13_13,సమర్థనీయం,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6830706549953902,0.6283391070001016,-0.054731547995288565
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/20,test_13_13,అభిమాని,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6679466970090289,0.5992802569999185,-0.06866644000911037
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/21,test_13_13,లీజులు,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6027251279883785,0.5459720670005481,-0.056753060987830395
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/22,test_13_13,రాయడం,,లొిర ం,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.6466248789947713,0.5824713089996294,-0.06415356999514188
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/23,test_13_13,హీరోకి,రో,యారో,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5753768330032472,0.5643585360003271,-0.011018297002920008
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/24,test_13_13,జగనే,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5566758909990313,0.5501879129997178,-0.006487977999313443
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/3,test_13_13,ఆలస్యమైంది,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7025998640019679,0.6638544620000175,-0.038745402001950424
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/4,test_13_13,అత్యవసరంగా,౦,లీ జరడణగా,1.0,0.8,-0.19999999999999996,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6186685979919275,0.5711549850002484,-0.04751361299167911
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/5,test_13_13,అంటున్నారో,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6227780560002429,0.5999962639998557,-0.022781792000387213
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/6,test_13_13,విద్యలయాల,ల,నుల ల,0.8888888888888888,0.7777777777777778,-0.11111111111111105,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6020529390079901,0.5659268030003659,-0.036126136007624154
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/7,test_13_13,ఆనాటినుంచి,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6525671119889012,0.5944667180001488,-0.05810039398875233
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/8,test_13_13,చేసుకుని-ఇరవై,,గో,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.6488512199866818,0.632116550000319,-0.01673466998636286
tesseract,run_1_to_run_2,run_1,run_2,test/13/13/9,test_13_13,సభల్లో,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5449731469998369,0.5629542269998637,0.01798108000002685
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/1,test_13_2,వెళ్లారు,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6310519529943122,0.5882848700002796,-0.042767082994032535
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/10,test_13_2,దారిమళ్ళించడం,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7421172019967344,0.6635822469997947,-0.07853495499693963
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/11,test_13_2,గడ్డి,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6712280059873592,0.5343488139997135,-0.13687919198764575
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/12,test_13_2,ప్రైవసీకి,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6682513590058079,0.5692455139997037,-0.09900584500610421
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/13,test_13_2,నడవడిగలవారు,నసడం ంనరుగలంా థు,,0.9090909090909091,1.0,0.09090909090909094,3.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6541023680038052,0.6309681519996957,-0.023134216004109476
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/14,test_13_2,చల్లేందుకు,ోరోంుర,బోలోంనుర,0.8,0.7,-0.10000000000000009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5940433770010713,0.5877999039994393,-0.006243473001632083
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/15,test_13_2,కొస్తా,సా,,0.6666666666666666,1.0,0.33333333333333337,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5319755029922817,0.5429324329998053,0.010956930007523624
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/16,test_13_2,తలలు,రల,ర్‌,0.75,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5818125999940094,0.5410590720002801,-0.04075352799372922
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/17,test_13_2,జోనాథన్,,రా టన,1.0,0.8571428571428571,-0.1428571428571429,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.687172770005418,0.6059753629997431,-0.0811974070056749
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/18,test_13_2,పెట్టాల్సి,తూల,బడల,0.9,0.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7057333679986186,0.5391626020000331,-0.16657076599858556
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/19,test_13_2,వ్యాపింపజేశారు,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.627999575008289,0.6220534639996913,-0.005946111008597654
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/2,test_13_2,నరకలోక,స౦రలోరక,సో,0.6666666666666666,0.8333333333333334,0.16666666666666674,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6044788399885874,0.5745636139999988,-0.029915225988588645
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/20,test_13_2,ఎంపికపై,,బం క,1.0,0.7142857142857143,-0.2857142857142857,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.6175730450049741,0.5872858849998011,-0.030287160005173064
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/21,test_13_2,డిటర్జెంట్లు,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.621516186001827,0.5736994670005515,-0.04781671900127549
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/22,test_13_2,ప్రాణమున్న,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6269505590025801,0.5655664140003864,-0.06138414500219369
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/23,test_13_2,భగవానుని,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5950165999965975,0.6243262500001947,0.0293096500035972
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/24,test_13_2,పరుగున,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6164572700072313,0.5633066390000749,-0.053150631007156335
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/25,test_13_2,కీడైనది,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5880292380024912,0.5453183400004491,-0.042710898002042086
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/26,test_13_2,తగ్గని,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6342549580003833,0.5341081639999175,-0.10014679400046589
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/3,test_13_2,అంతరము,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7352641619945643,0.5616769020007268,-0.1735872599938375
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/4,test_13_2,పురుషులలోని,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8648996959964279,0.615532388000247,-0.2493673079961809
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/5,test_13_2,కవయిత్రి,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7151856849959586,0.5768568519997643,-0.13832883299619425
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/6,test_13_2,పేరుంది,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6031069729942828,0.614651610000692,0.011544637006409175
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/7,test_13_2,నిరోధించి,,నరో ధీం,1.0,0.5555555555555556,-0.4444444444444444,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.6194874789944151,0.5771643119996952,-0.04232316699471994
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/8,test_13_2,రాష్ట్,ల్‌,లా,0.8333333333333334,0.8333333333333334,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5913362029968994,0.5484204429994861,-0.04291575999741326
tesseract,run_1_to_run_2,run_1,run_2,test/13/2/9,test_13_2,నిబద్ధతల్ని,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6519232459977502,0.6063504960002319,-0.04557274999751826
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/1,test_13_23,వినియోగదారుల,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7176671070046723,0.6570760549993793,-0.06059105200529302
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/10,test_13_23,మునికుమారుడొకడు,౧ న కుపూమడుడాక డు,౧ న కుపూడిడాక డు,0.6,0.6,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686386596004013,0.6063930290001736,-0.07999356700383942
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/11,test_13_23,చాలిబాన్ల,౧౮ెలీ మాన,లీ ఖాన,0.8888888888888888,0.7777777777777778,-0.11111111111111105,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5743908780132188,0.5484290330005024,-0.025961845012716367
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/12,test_13_23,నరుక్కుంటున్నారు,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6610116780066164,0.6300276049996683,-0.030984073006948165
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/13,test_13_23,సంతరించుకోవాలి,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6706861520069651,0.6814339510001446,0.010747798993179458
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/14,test_13_23,తీసుకోవడమే,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7033879560040077,0.6448432320003121,-0.05854472400369559
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/15,test_13_23,భయపడ్డాడో,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6359288319945335,0.6459884169998986,0.01005958500536508
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/16,test_13_23,నిట్టూర్చి,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.576631873002043,0.5716154660003667,-0.005016407001676271
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/17,test_13_23,మొగమైనా,,పగ,1.0,0.8571428571428571,-0.1428571428571429,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.6053981430013664,0.6387783120007953,0.03338016899942886
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/18,test_13_23,సరకుల,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5550327070086496,0.6032288669994159,0.04819615999076632
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/19,test_13_23,అహల్య,రాల,ఆతౌల్హ,0.8,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5148824950010749,0.6080433100005393,0.09316081499946449
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/2,test_13_23,తెలియజేయక,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6398852220008848,0.6055596939995667,-0.03432552800131816
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/20,test_13_23,వాడుక,,జూడు,1.0,0.6,-0.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.5931311909953365,0.5455536819999907,-0.04757750899534585
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/21,test_13_23,షిండే,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5208580239996081,0.5491326130004381,0.02827458900083002
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/22,test_13_23,చేశాడో,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5851492110086838,0.6126101420004488,0.027460930991765053
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/23,test_13_23,వాళ్లెవరూ,,నాళ,1.0,0.7777777777777778,-0.2222222222222222,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.5767702180019114,0.5736685140000191,-0.003101704001892358
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/3,test_13_23,ముదురు,,ముగ,1.0,0.6666666666666666,-0.33333333333333337,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.6021366839995608,0.5786156900003334,-0.023520993999227358
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/4,test_13_23,మెంబర్లకు,సుం,సుం ఢీ క,0.8888888888888888,0.7777777777777778,-0.11111111111111105,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6383654289966216,0.5826712289999705,-0.05569419999665115
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/5,test_13_23,దేనినో,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.666491005991702,0.5511125129996799,-0.11537849299202207
tesseract,run_1_to_run_2,run_1,run_2,test/13/23/6,test_13_23,తనిఖీల్లో,రన,లన లా,0.8888888888888888,0.7777777777777778,-0.11111111111111105,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6437833520030836,0.5789658860003328,-0.06481746600275073
