page_key,ocr_model,input_kind,region_index,error,correction,reason
val_10_179,tesseract,processed,16,ఒభభయతేనొ,ఒకభయతేనో,The word 'ఒభభయతేనొ' is not valid. 'ఒకభయతేనో' is a more plausible correction.
val_10_179,tesseract,processed,22,రో ౧౦ుగల,రోడ్డు,The word 'రో ౧౦ుగల' is not valid. 'రోడ్డు' is a more plausible correction.
val_10_179,tesseract,processed,24,చరం శాందదలీ,చరణం శాంతిదలీ,The word 'చరం శాందదలీ' is not valid. 'చరణం శాంతిదలీ' is a more plausible correction.
val_10_350,tesseract,processed,1,సటుకొబుం,సంకుబుం,The sequence 'టు' is unlikely in Telugu; 'ంకు' is more plausible.
val_10_350,tesseract,processed,2,రంల,రంగ,'రంల' is not a valid standalone word; 'రంగ' is a common root.
val_10_350,tesseract,processed,6,పహొాదగోరి,పహాడగోరి,'హొ' is not a typical Telugu sequence; 'హా' is more common.
val_10_350,tesseract,processed,11,ఖణుదంయులదానా,ఖండములదానా,'ణు' is unlikely in this context; 'ండ' is more plausible.
val_10_350,tesseract,processed,18,రొరయం,రహస్యం,'రొర' is not a valid sequence; 'రహ' is more common.
val_10_350,tesseract,processed,19,ఆగతీరాంంలోను,ఆగతీరంలోను,The sequence 'రాంం' is unlikely; 'రంలో' is more plausible.
val_10_350,tesseract,processed,23,రా్‌్‌ుతడాణో,రాజుతడాణో,The sequence 'ా్‌్‌ు' is not valid; 'ాజు' is more plausible.
val_10_386,tesseract,processed,1,రహా త్తం,రహస్తం,Uncommon space in the middle of a word; 'రహస్తం' is a plausible correction.
val_10_386,tesseract,processed,2,అఆగయర్నంతు,ఆగయర్నంతు,Unlikely combination of 'అ' and 'ఆ'; 'ఆగయర్నంతు' is more plausible.
val_10_386,tesseract,processed,3,గనేయాజదరా,గణపతిదరా,Uncommon sequence; 'గణపతిదరా' is a more plausible Telugu word.
val_10_386,tesseract,processed,4,థుంచేతారగా,ధుంచేతారగా,'థ' is less common than 'ధ' in Telugu words; 'ధుంచేతారగా' is more plausible.
val_10_386,tesseract,processed,6,బుకొయుం టు,బుకొయుండు,Uncommon space in the middle of a word; 'బుకొయుండు' is a plausible correction.
val_10_386,tesseract,processed,9,౧ుంయులతు,పుంయులతు,Uncommon numeral '౧' used as a letter; 'పుంయులతు' is more plausible.
val_10_386,tesseract,processed,10,రర,రార,Uncommon repetition; 'రార' is a more plausible Telugu word.
val_10_386,tesseract,processed,12,అగ్ట్రేర్‌ుత్రు,అగ్రరాజు,Uncommon sequence; 'అగ్రరాజు' is a more plausible Telugu word.
val_10_386,tesseract,processed,13,౭లీ్న తనంలో,తనంలో,Uncommon numeral '౭' used as a letter; 'తనంలో' is more plausible.
val_10_386,tesseract,processed,15,ఆతయూరాలు,ఆత్మయూరాలు,Uncommon sequence; 'ఆత్మయూరాలు' is a more plausible Telugu word.
val_10_386,tesseract,processed,16,టంటవాడు,తంటవాడు,'ట' is less common than 'త' in Telugu words; 'తంటవాడు' is more plausible.
val_10_386,tesseract,processed,17,త్‌పోయింటి,తప్పోయింటి,Uncommon sequence; 'తప్పోయింటి' is a more plausible Telugu word.
val_10_386,tesseract,processed,18,వౌరనవథడంతుంటూతు,వౌరనవధడంతుంటూ,Uncommon sequence; 'వౌరనవధడంతుంటూ' is a more plausible Telugu word.
val_10_386,tesseract,processed,19,య తక,యతక,Uncommon space in the middle of a word; 'యతక' is a plausible correction.
val_10_386,tesseract,processed,20,చుకియ,చుక్క,Uncommon sequence; 'చుక్క' is a more plausible Telugu word.
val_10_386,tesseract,processed,21,ూ,ఊ,Incomplete vowel representation; 'ఊ' is a more plausible Telugu letter.
val_10_386,tesseract,processed,22,౧౦ ౧,పది ఒకటి,Uncommon numeral sequence; 'పది ఒకటి' is a more plausible Telugu representation.
val_10_386,tesseract,processed,23,తే మదిం,తేమదం,Uncommon space in the middle of a word; 'తేమదం' is a plausible correction.
val_10_386,tesseract,processed,24,యౌ,యౌవ,Incomplete word; 'యౌవ' is a more plausible Telugu word.
val_10_469,tesseract,processed,1,యూరీ యుగ త,యూరియుగత,Unlikely space within a single word; 'యూరియుగత' is a more plausible compound.
val_10_469,tesseract,processed,2,అయుగరనోాడు,అయుగరనోడు,"The sequence 'నోాడు' is likely a misreading of 'నోడు', a more plausible Telugu ending."
val_10_469,tesseract,processed,4,రెణ్తగా,రెండుగా,'రెణ్తగా' is not a valid word; 'రెండుగా' is a common Telugu word.
val_10_469,tesseract,processed,5,యాయ,యాయీ,'యాయ' is incomplete; 'యాయీ' is a more plausible form.
val_10_469,tesseract,processed,6,శయగుతన,శయనగుతన,'శయగుతన' is not valid; 'శయనగుతన' is a more plausible compound.
val_10_469,tesseract,processed,8,గ్‌ా,గా,The character '్‌' is unnecessary here; 'గా' is a valid suffix.
val_10_469,tesseract,processed,10,ంెంరలు,మెంరలు,The initial 'ం' is misplaced; 'మెంరలు' is a more plausible form.
val_10_469,tesseract,processed,13,యంతంై వేలూ,యంతమై వేలూ,"'యంతంై' is likely a misreading of 'యంతమై', a more plausible form."
val_10_469,tesseract,processed,17,చయలు గతిం,చయలుగతిం,Unlikely space within a single word; 'చయలుగతిం' is a more plausible compound.
val_10_480,tesseract,processed,4,డఉుపొణ్యాయంలకల,దుప్పొణ్యాయంలకల,The sequence 'డఉు' is unlikely in Telugu orthography; 'దుప్పొణ్యాయంలకల' is a more plausible structure.
val_10_480,tesseract,processed,6,సోథ్గంచుగం,సోదరంగుచూసి,The sequence 'థ్గ' is not typical in Telugu; 'సోదరంగుచూసి' is a more plausible structure.
val_10_480,tesseract,processed,9,ఆ రుయుల్నంగా,ఆరుయుల్నంగా,The space in 'ఆ రుయుల్నంగా' is unlikely; 'ఆరుయుల్నంగా' is a more plausible structure.
val_10_480,tesseract,processed,11,గురురుంలేనాం ౮,గురువులేనాం,The sequence 'రుంలే' is unlikely; 'గురువులేనాం' is a more plausible structure.
val_10_480,tesseract,processed,16,శో్క్తిం్ర,శక్తిం,The sequence 'శో్క్తిం్ర' is unlikely; 'శక్తిం' is a more plausible structure.
val_10_480,tesseract,processed,21,గమ భరత,గమభరత,The space in 'గమ భరత' is unlikely; 'గమభరత' is a more plausible structure.
