image_key,page_key,model,input_kind,operation,category,reference_character,hypothesis_character
test/13/13/14,test_13_13,tesseract,raw,deletion,deletion,ఛ,
test/13/13/14,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/13/14,test_13_13,tesseract,raw,deletion,deletion,ర,
test/13/13/14,test_13_13,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/13/14,test_13_13,tesseract,raw,deletion,deletion,జ,
test/13/13/14,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ీ,
test/13/13/14,test_13_13,tesseract,raw,deletion,deletion,ల,
test/13/13/14,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/13/15,test_13_13,tesseract,raw,deletion,deletion,చ,
test/13/13/15,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ో,
test/13/13/15,test_13_13,tesseract,raw,deletion,deletion,ట,
test/13/13/15,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/13/15,test_13_13,tesseract,raw,substitution,base_character_substitution,న,స
test/13/13/15,test_13_13,tesseract,raw,deletion,deletion,ద,
test/13/13/15,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/13/16,test_13_13,tesseract,raw,deletion,deletion,వ,
test/13/13/16,test_13_13,tesseract,raw,deletion,deletion,డ,
test/13/13/16,test_13_13,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/13/16,test_13_13,tesseract,raw,deletion,deletion,డ,
test/13/13/16,test_13_13,tesseract,raw,deletion,deletion,న,
test/13/13/17,test_13_13,tesseract,raw,deletion,deletion,చ,
test/13/13/17,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/13/17,test_13_13,tesseract,raw,deletion,deletion,న,
test/13/13/17,test_13_13,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/13/17,test_13_13,tesseract,raw,deletion,deletion,న,
test/13/13/17,test_13_13,tesseract,raw,deletion,deletion,చ,
test/13/13/17,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/13/17,test_13_13,tesseract,raw,deletion,deletion,న,
test/13/13/17,test_13_13,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/13/17,test_13_13,tesseract,raw,deletion,deletion,న,
test/13/13/18,test_13_13,tesseract,raw,deletion,deletion,మ,
test/13/13/18,test_13_13,tesseract,raw,deletion,deletion,న,
test/13/13/18,test_13_13,tesseract,raw,deletion,deletion,స,
test/13/13/18,test_13_13,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/13/18,test_13_13,tesseract,raw,deletion,deletion,స,
test/13/13/18,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/13/18,test_13_13,tesseract,raw,deletion,deletion,న,
test/13/13/18,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/13/19,test_13_13,tesseract,raw,deletion,deletion,త,
test/13/13/19,test_13_13,tesseract,raw,deletion,deletion,ల,
test/13/13/19,test_13_13,tesseract,raw,deletion,deletion,న,
test/13/13/19,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/13/20,test_13_13,tesseract,raw,deletion,deletion,అ,
test/13/13/20,test_13_13,tesseract,raw,deletion,deletion,భ,
test/13/13/20,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/13/20,test_13_13,tesseract,raw,deletion,deletion,మ,
test/13/13/20,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/13/20,test_13_13,tesseract,raw,deletion,deletion,న,
test/13/13/20,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/13/21,test_13_13,tesseract,raw,deletion,deletion,ల,
test/13/13/21,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ీ,
test/13/13/21,test_13_13,tesseract,raw,deletion,deletion,జ,
test/13/13/21,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/13/21,test_13_13,tesseract,raw,deletion,deletion,ల,
test/13/13/21,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/13/22,test_13_13,tesseract,raw,insertion,insertion,,బ
test/13/13/22,test_13_13,tesseract,raw,substitution,diacritic_or_vowel_sign_error,ర,ొ
test/13/13/22,test_13_13,tesseract,raw,substitution,diacritic_or_vowel_sign_error,ా,డ
test/13/13/22,test_13_13,tesseract,raw,substitution,diacritic_or_vowel_sign_error,య,ి
test/13/13/23,test_13_13,tesseract,raw,deletion,deletion,హ,
test/13/13/23,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ీ,
test/13/13/23,test_13_13,tesseract,raw,deletion,deletion,ర,
test/13/13/23,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ో,
test/13/13/23,test_13_13,tesseract,raw,deletion,deletion,క,
test/13/13/23,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/13/24,test_13_13,tesseract,raw,deletion,deletion,జ,
test/13/13/24,test_13_13,tesseract,raw,deletion,deletion,గ,
test/13/13/24,test_13_13,tesseract,raw,deletion,deletion,న,
test/13/13/24,test_13_13,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ే,
test/13/23/1,test_13_23,tesseract,raw,deletion,deletion,వ,
test/13/23/1,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/23/1,test_13_23,tesseract,raw,deletion,deletion,న,
test/13/23/1,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/23/1,test_13_23,tesseract,raw,deletion,deletion,య,
test/13/23/1,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ో,
test/13/23/1,test_13_23,tesseract,raw,deletion,deletion,గ,
test/13/23/1,test_13_23,tesseract,raw,deletion,deletion,ద,
test/13/23/1,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/23/1,test_13_23,tesseract,raw,deletion,deletion,ర,
test/13/23/1,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/23/1,test_13_23,tesseract,raw,deletion,deletion,ల,
test/13/23/2,test_13_23,tesseract,raw,deletion,deletion,త,
test/13/23/2,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ె,
test/13/23/2,test_13_23,tesseract,raw,deletion,deletion,ల,
test/13/23/2,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/23/2,test_13_23,tesseract,raw,deletion,deletion,య,
test/13/23/2,test_13_23,tesseract,raw,deletion,deletion,జ,
test/13/23/2,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ే,
test/13/23/2,test_13_23,tesseract,raw,deletion,deletion,య,
test/13/23/2,test_13_23,tesseract,raw,deletion,deletion,క,
test/13/23/3,test_13_23,tesseract,raw,substitution,base_character_substitution,మ,న
test/13/23/3,test_13_23,tesseract,raw,substitution,diacritic_or_vowel_sign_error,ు,ం
test/13/23/3,test_13_23,tesseract,raw,substitution,base_character_substitution,ర,డ
test/13/23/4,test_13_23,tesseract,raw,deletion,deletion,మ,
test/13/23/4,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ె,
test/13/23/4,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ం,
test/13/23/4,test_13_23,tesseract,raw,deletion,deletion,బ,
test/13/23/4,test_13_23,tesseract,raw,deletion,deletion,ర,
test/13/23/4,test_13_23,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/23/4,test_13_23,tesseract,raw,deletion,deletion,ల,
test/13/23/4,test_13_23,tesseract,raw,deletion,deletion,క,
test/13/23/4,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/23/5,test_13_23,tesseract,raw,deletion,deletion,ద,
test/13/23/5,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ే,
test/13/23/5,test_13_23,tesseract,raw,deletion,deletion,న,
test/13/23/5,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/23/5,test_13_23,tesseract,raw,deletion,deletion,న,
test/13/23/5,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ో,
test/13/23/6,test_13_23,tesseract,raw,deletion,deletion,త,
test/13/23/6,test_13_23,tesseract,raw,deletion,deletion,న,
test/13/23/6,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/23/6,test_13_23,tesseract,raw,deletion,deletion,ఖ,
test/13/23/6,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ీ,
test/13/23/6,test_13_23,tesseract,raw,deletion,deletion,ల,
test/13/23/6,test_13_23,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/23/6,test_13_23,tesseract,raw,deletion,deletion,ల,
test/13/23/6,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ో,
test/13/23/7,test_13_23,tesseract,raw,deletion,deletion,త,
test/13/23/7,test_13_23,tesseract,raw,deletion,deletion,న,
test/13/23/7,test_13_23,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/23/7,test_13_23,tesseract,raw,deletion,deletion,మ,
test/13/23/7,test_13_23,tesseract,raw,deletion,deletion,య,
test/13/23/7,test_13_23,tesseract,raw,deletion,deletion,ప,
test/13/23/7,test_13_23,tesseract,raw,deletion,deletion,ర,
test/13/23/7,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/23/7,test_13_23,tesseract,raw,deletion,deletion,చ,
test/13/23/7,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/23/8,test_13_23,tesseract,raw,deletion,deletion,క,
test/13/23/8,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/23/8,test_13_23,tesseract,raw,deletion,deletion,ర,
test/13/23/8,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ీ,
test/13/23/8,test_13_23,tesseract,raw,deletion,deletion,ట,
test/13/23/8,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/23/8,test_13_23,tesseract,raw,deletion,deletion,న,
test/13/23/8,test_13_23,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/23/8,test_13_23,tesseract,raw,deletion,deletion,న,
test/13/23/8,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/23/9,test_13_23,tesseract,raw,deletion,deletion,చ,
test/13/23/9,test_13_23,tesseract,raw,deletion,deletion,ర,
test/13/23/9,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/23/9,test_13_23,tesseract,raw,deletion,deletion,త,
test/13/23/9,test_13_23,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/23/9,test_13_23,tesseract,raw,deletion,deletion,ర,
test/13/23/9,test_13_23,tesseract,raw,deletion,deletion,క,
test/13/23/9,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/23/10,test_13_23,tesseract,raw,insertion,virama_or_conjunct_error,,్
test/13/23/10,test_13_23,tesseract,raw,insertion,insertion,,ర
test/13/23/10,test_13_23,tesseract,raw,substitution,diacritic_or_vowel_sign_error,ి,ే
test/13/23/10,test_13_23,tesseract,raw,substitution,diacritic_or_vowel_sign_error,ా,ూ
test/13/23/10,test_13_23,tesseract,raw,substitution,base_character_substitution,ర,డ
test/13/23/10,test_13_23,tesseract,raw,substitution,base_character_substitution,డ,ట
test/13/23/10,test_13_23,tesseract,raw,substitution,diacritic_or_vowel_sign_error,ొ,ా
test/13/23/10,test_13_23,tesseract,raw,insertion,insertion,, 
test/13/23/10,test_13_23,tesseract,raw,insertion,insertion,,౧
test/13/23/11,test_13_23,tesseract,raw,deletion,deletion,చ,
test/13/23/11,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/23/11,test_13_23,tesseract,raw,deletion,deletion,ల,
test/13/23/11,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/23/11,test_13_23,tesseract,raw,deletion,deletion,బ,
test/13/23/11,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/23/11,test_13_23,tesseract,raw,deletion,deletion,న,
test/13/23/11,test_13_23,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/23/11,test_13_23,tesseract,raw,deletion,deletion,ల,
test/13/23/12,test_13_23,tesseract,raw,deletion,deletion,న,
test/13/23/12,test_13_23,tesseract,raw,deletion,deletion,ర,
test/13/23/12,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/23/12,test_13_23,tesseract,raw,deletion,deletion,క,
test/13/23/12,test_13_23,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/23/12,test_13_23,tesseract,raw,deletion,deletion,క,
test/13/23/12,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/23/12,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ం,
test/13/23/12,test_13_23,tesseract,raw,deletion,deletion,ట,
test/13/23/12,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/23/12,test_13_23,tesseract,raw,deletion,deletion,న,
test/13/23/12,test_13_23,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/23/12,test_13_23,tesseract,raw,deletion,deletion,న,
test/13/23/12,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/23/12,test_13_23,tesseract,raw,deletion,deletion,ర,
test/13/23/12,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/23/13,test_13_23,tesseract,raw,deletion,deletion,స,
test/13/23/13,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ం,
test/13/23/13,test_13_23,tesseract,raw,deletion,deletion,త,
test/13/23/13,test_13_23,tesseract,raw,deletion,deletion,ర,
test/13/23/13,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/23/13,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ం,
test/13/23/13,test_13_23,tesseract,raw,deletion,deletion,చ,
test/13/23/13,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/23/13,test_13_23,tesseract,raw,deletion,deletion,క,
test/13/23/13,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ో,
test/13/23/13,test_13_23,tesseract,raw,deletion,deletion,వ,
test/13/23/13,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/23/13,test_13_23,tesseract,raw,deletion,deletion,ల,
test/13/23/13,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/23/14,test_13_23,tesseract,raw,deletion,deletion,త,
test/13/23/14,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ీ,
test/13/23/14,test_13_23,tesseract,raw,deletion,deletion,స,
test/13/23/14,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/23/14,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ో,
test/13/23/14,test_13_23,tesseract,raw,deletion,deletion,వ,
test/13/23/14,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ే,
test/13/23/15,test_13_23,tesseract,raw,deletion,deletion,భ,
test/13/23/15,test_13_23,tesseract,raw,deletion,deletion,య,
test/13/23/15,test_13_23,tesseract,raw,deletion,deletion,ప,
test/13/23/15,test_13_23,tesseract,raw,deletion,deletion,డ,
test/13/23/15,test_13_23,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/23/15,test_13_23,tesseract,raw,deletion,deletion,డ,
test/13/23/15,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/23/15,test_13_23,tesseract,raw,deletion,deletion,డ,
test/13/23/15,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ో,
test/13/23/16,test_13_23,tesseract,raw,deletion,deletion,న,
test/13/23/16,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/23/16,test_13_23,tesseract,raw,deletion,deletion,ట,
test/13/23/16,test_13_23,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/23/16,test_13_23,tesseract,raw,deletion,deletion,ట,
test/13/23/16,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ూ,
test/13/23/16,test_13_23,tesseract,raw,deletion,deletion,ర,
test/13/23/16,test_13_23,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/23/16,test_13_23,tesseract,raw,deletion,deletion,చ,
test/13/23/16,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/23/17,test_13_23,tesseract,raw,deletion,deletion,మ,
test/13/23/17,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ొ,
test/13/23/17,test_13_23,tesseract,raw,deletion,deletion,గ,
test/13/23/17,test_13_23,tesseract,raw,deletion,deletion,మ,
test/13/23/17,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ై,
test/13/23/17,test_13_23,tesseract,raw,deletion,deletion,న,
test/13/23/17,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/23/18,test_13_23,tesseract,raw,deletion,deletion,స,
test/13/23/18,test_13_23,tesseract,raw,deletion,deletion,ర,
test/13/23/18,test_13_23,tesseract,raw,deletion,deletion,క,
test/13/23/18,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/23/18,test_13_23,tesseract,raw,deletion,deletion,ల,
test/13/23/19,test_13_23,tesseract,raw,deletion,deletion,అ,
test/13/23/19,test_13_23,tesseract,raw,deletion,deletion,హ,
test/13/23/19,test_13_23,tesseract,raw,deletion,deletion,ల,
test/13/23/19,test_13_23,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/23/19,test_13_23,tesseract,raw,deletion,deletion,య,
test/13/23/20,test_13_23,tesseract,raw,deletion,deletion,వ,
test/13/23/20,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/23/20,test_13_23,tesseract,raw,deletion,deletion,డ,
test/13/23/20,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/23/20,test_13_23,tesseract,raw,deletion,deletion,క,
test/13/23/21,test_13_23,tesseract,raw,deletion,deletion,ష,
test/13/23/21,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/23/21,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ం,
test/13/23/21,test_13_23,tesseract,raw,deletion,deletion,డ,
test/13/23/21,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ే,
test/13/23/22,test_13_23,tesseract,raw,deletion,deletion,చ,
test/13/23/22,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ే,
test/13/23/22,test_13_23,tesseract,raw,deletion,deletion,శ,
test/13/23/22,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/23/22,test_13_23,tesseract,raw,deletion,deletion,డ,
test/13/23/22,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ో,
test/13/23/23,test_13_23,tesseract,raw,deletion,deletion,వ,
test/13/23/23,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/23/23,test_13_23,tesseract,raw,deletion,deletion,ళ,
test/13/23/23,test_13_23,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/23/23,test_13_23,tesseract,raw,deletion,deletion,ల,
test/13/23/23,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ె,
test/13/23/23,test_13_23,tesseract,raw,deletion,deletion,వ,
test/13/23/23,test_13_23,tesseract,raw,deletion,deletion,ర,
test/13/23/23,test_13_23,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ూ,
test/13/24/1,test_13_24,tesseract,raw,deletion,deletion,ప,
test/13/24/1,test_13_24,tesseract,raw,deletion,deletion,న,
test/13/24/1,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/24/1,test_13_24,tesseract,raw,deletion,deletion,చ,
test/13/24/1,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ే,
test/13/24/1,test_13_24,tesseract,raw,deletion,deletion,స,
test/13/24/1,test_13_24,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/24/1,test_13_24,tesseract,raw,deletion,deletion,త,
test/13/24/1,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/24/1,test_13_24,tesseract,raw,deletion,deletion,న,
test/13/24/1,test_13_24,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/24/1,test_13_24,tesseract,raw,deletion,deletion,న,
test/13/24/2,test_13_24,tesseract,raw,deletion,deletion,చ,
test/13/24/2,test_13_24,tesseract,raw,deletion,deletion,త,
test/13/24/2,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/24/2,test_13_24,tesseract,raw,deletion,deletion,ర,
test/13/24/2,test_13_24,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/24/2,test_13_24,tesseract,raw,deletion,deletion,వ,
test/13/24/2,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/24/2,test_13_24,tesseract,raw,deletion,deletion,ధ,
test/13/24/2,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/24/2,test_13_24,tesseract,raw,deletion,deletion,న,
test/13/24/2,test_13_24,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/24/2,test_13_24,tesseract,raw,deletion,deletion,న,
test/13/24/2,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/24/2,test_13_24,tesseract,raw,deletion,deletion,ల,
test/13/24/2,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ే,
test/13/24/3,test_13_24,tesseract,raw,deletion,deletion,న,
test/13/24/3,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/24/3,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ం,
test/13/24/3,test_13_24,tesseract,raw,deletion,deletion,డ,
test/13/24/3,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/24/3,test_13_24,tesseract,raw,deletion,deletion,న,
test/13/24/4,test_13_24,tesseract,raw,deletion,deletion,త,
test/13/24/4,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/24/4,test_13_24,tesseract,raw,deletion,deletion,ర,
test/13/24/4,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/24/4,test_13_24,tesseract,raw,deletion,deletion,మ,
test/13/24/4,test_13_24,tesseract,raw,deletion,deletion,ల,
test/13/24/4,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/24/4,test_13_24,tesseract,raw,deletion,deletion,చ,
test/13/24/4,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/24/4,test_13_24,tesseract,raw,deletion,deletion,ర,
test/13/24/4,test_13_24,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/24/4,test_13_24,tesseract,raw,deletion,deletion,య,
test/13/24/4,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/24/4,test_13_24,tesseract,raw,deletion,deletion,డ,
test/13/24/4,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/24/5,test_13_24,tesseract,raw,deletion,deletion,వ,
test/13/24/5,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ృ,
test/13/24/5,test_13_24,tesseract,raw,deletion,deletion,ద,
test/13/24/5,test_13_24,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/24/5,test_13_24,tesseract,raw,deletion,deletion,ధ,
test/13/24/5,test_13_24,tesseract,raw,deletion,deletion,న,
test/13/24/5,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ే,
test/13/24/5,test_13_24,tesseract,raw,deletion,deletion,త,
test/13/24/6,test_13_24,tesseract,raw,deletion,deletion,చ,
test/13/24/6,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/24/6,test_13_24,tesseract,raw,deletion,deletion,త,
test/13/24/6,test_13_24,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/24/6,test_13_24,tesseract,raw,deletion,deletion,త,
test/13/24/6,test_13_24,tesseract,raw,deletion,deletion,ర,
test/13/24/6,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/24/6,test_13_24,tesseract,raw,deletion,deletion,వ,
test/13/24/6,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/24/6,test_13_24,tesseract,raw,deletion,deletion,న,
test/13/24/6,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/24/7,test_13_24,tesseract,raw,deletion,deletion,బ,
test/13/24/7,test_13_24,tesseract,raw,deletion,deletion,డ,
test/13/24/7,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/24/7,test_13_24,tesseract,raw,deletion,deletion,గ,
test/13/24/7,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/24/7,test_13_24,tesseract,raw,deletion,deletion,ల,
test/13/24/7,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/24/8,test_13_24,tesseract,raw,deletion,deletion,న,
test/13/24/8,test_13_24,tesseract,raw,deletion,deletion,క,
test/13/24/8,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/24/8,test_13_24,tesseract,raw,deletion,deletion,ల,
test/13/24/8,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ీ,
test/13/24/8,test_13_24,tesseract,raw,deletion,deletion,ల,
test/13/24/8,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/24/9,test_13_24,tesseract,raw,deletion,deletion,అ,
test/13/24/9,test_13_24,tesseract,raw,deletion,deletion,బ,
test/13/24/9,test_13_24,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/24/9,test_13_24,tesseract,raw,deletion,deletion,బ,
test/13/24/9,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/24/9,test_13_24,tesseract,raw,deletion,deletion,య,
test/13/24/9,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ి,
test/13/24/10,test_13_24,tesseract,raw,deletion,deletion,య,
test/13/24/10,test_13_24,tesseract,raw,deletion,deletion,జ,
test/13/24/10,test_13_24,tesseract,raw,deletion,deletion,మ,
test/13/24/10,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ా,
test/13/24/10,test_13_24,tesseract,raw,deletion,deletion,న,
test/13/24/10,test_13_24,tesseract,raw,deletion,diacritic_or_vowel_sign_error,ు,
test/13/24/10,test_13_24,tesseract,raw,deletion,deletion,ల,
test/13/24/11,test_13_24,tesseract,raw,deletion,deletion,ర,
test/13/24/11,test_13_24,tesseract,raw,deletion,deletion,వ,
test/13/24/11,test_13_24,tesseract,raw,deletion,deletion,య,
test/13/24/11,test_13_24,tesseract,raw,deletion,virama_or_conjunct_error,్,
test/13/24/11,test_13_24,tesseract,raw,deletion,deletion,య,
