image_key,page_key,split,writer_id,page_id,image_index,model,input_kind,reference,hypothesis,cer,wer,exact_match,missing_output,status,elapsed_seconds,source_image_path,input_image_path
val/10/108/2,val_10_108,val,10,108,2,surya,processed,రక్తపాతాలు,దక్షిణాత్యాలు,0.6,1.0,False,False,ok,14.355077619999065,ground_truth/sample_set/val/10/108/2.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/2.png
val/10/108/3,val_10_108,val,10,108,3,surya,processed,ప్రశ్నిస్తున్నారు,,1.0,1.0,False,True,empty_output,17.097582255000816,ground_truth/sample_set/val/10/108/3.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/3.png
val/10/108/4,val_10_108,val,10,108,4,surya,processed,తమిళ,,1.0,1.0,False,True,empty_output,7.589843302999725,ground_truth/sample_set/val/10/108/4.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/4.png
val/10/108/5,val_10_108,val,10,108,5,surya,processed,తాననుకున్న,కూడ,0.9,1.0,False,False,ok,17.402441271000498,ground_truth/sample_set/val/10/108/5.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/5.png
val/10/108/6,val_10_108,val,10,108,6,surya,processed,విడిపోయింది,,1.0,1.0,False,True,empty_output,12.634551469000144,ground_truth/sample_set/val/10/108/6.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/6.png
val/10/108/7,val_10_108,val,10,108,7,surya,processed,బ్రీడర్,,1.0,1.0,False,True,empty_output,9.00575880299948,ground_truth/sample_set/val/10/108/7.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/7.png
val/10/108/8,val_10_108,val,10,108,8,surya,processed,వ్యతిరేకతల,,1.0,1.0,False,True,empty_output,15.453412169999865,ground_truth/sample_set/val/10/108/8.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/8.png
val/10/108/9,val_10_108,val,10,108,9,surya,processed,సభ్యుల,,1.0,1.0,False,True,empty_output,9.911353420999149,ground_truth/sample_set/val/10/108/9.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/9.png
val/10/108/10,val_10_108,val,10,108,10,surya,processed,విరిశరముల,ఎర్రి శర్మాలు,0.7777777777777778,2.0,False,False,ok,13.23666476300059,ground_truth/sample_set/val/10/108/10.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/10.png
val/10/108/11,val_10_108,val,10,108,11,surya,processed,వాడకూడదు,వౌడకూరుడు,0.5,1.0,False,False,ok,11.987131046998911,ground_truth/sample_set/val/10/108/11.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/11.png
val/10/108/12,val_10_108,val,10,108,12,surya,processed,ప్రకటించకపోవడం,,1.0,1.0,False,True,empty_output,32.419703280998874,ground_truth/sample_set/val/10/108/12.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/12.png
val/10/108/13,val_10_108,val,10,108,13,surya,processed,ఇళ్లల్లో,,1.0,1.0,False,True,empty_output,9.299348803999237,ground_truth/sample_set/val/10/108/13.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/13.png
val/10/108/14,val_10_108,val,10,108,14,surya,processed,పేర్కొంటున్నారు,పర్యాంటున్నాడు,0.26666666666666666,1.0,False,False,ok,20.221117466999203,ground_truth/sample_set/val/10/108/14.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/14.png
val/10/108/15,val_10_108,val,10,108,15,surya,processed,ఈకాల్పుల,,1.0,1.0,False,True,empty_output,13.793902649000302,ground_truth/sample_set/val/10/108/15.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/15.png
val/10/108/16,val_10_108,val,10,108,16,surya,processed,విభావరిలో,,1.0,1.0,False,True,empty_output,11.036395054001332,ground_truth/sample_set/val/10/108/16.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/16.png
val/10/108/17,val_10_108,val,10,108,17,surya,processed,బాగుండేదికదా,బాగుండేటికలా,0.16666666666666666,1.0,False,False,ok,15.67208531200049,ground_truth/sample_set/val/10/108/17.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/17.png
val/10/108/18,val_10_108,val,10,108,18,surya,processed,ఇంటరెస్ట్,,1.0,1.0,False,True,empty_output,10.685433234000811,ground_truth/sample_set/val/10/108/18.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/18.png
val/10/108/19,val_10_108,val,10,108,19,surya,processed,తటపటాయిస్తాడు,‍,1.0,1.0,False,False,ok,27.09319514299932,ground_truth/sample_set/val/10/108/19.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/19.png
val/10/108/20,val_10_108,val,10,108,20,surya,processed,నింపబడుతాయి,,1.0,1.0,False,True,empty_output,16.744576929000687,ground_truth/sample_set/val/10/108/20.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/20.png
val/10/108/21,val_10_108,val,10,108,21,surya,processed,పడుతోంది,,1.0,1.0,False,True,empty_output,11.050611377000678,ground_truth/sample_set/val/10/108/21.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/21.png
val/10/108/22,val_10_108,val,10,108,22,surya,processed,వేడుకలను,వేడుకలను,0.0,0.0,True,False,ok,12.640708380999058,ground_truth/sample_set/val/10/108/22.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/108/22.png
val/10/179/1,val_10_179,val,10,179,1,surya,processed,మంత్రగెత్త,,1.0,1.0,False,True,empty_output,11.304962165000688,ground_truth/sample_set/val/10/179/1.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/1.png
val/10/179/2,val_10_179,val,10,179,2,surya,processed,పాశ్చాత్యులు,పార్టీ కేంద్రాలు,0.8333333333333334,2.0,False,False,ok,15.012911511999846,ground_truth/sample_set/val/10/179/2.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/2.png
val/10/179/3,val_10_179,val,10,179,3,surya,processed,చూడనే,,1.0,1.0,False,True,empty_output,10.109143142000903,ground_truth/sample_set/val/10/179/3.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/3.png
val/10/179/4,val_10_179,val,10,179,4,surya,processed,సంఘాల,,1.0,1.0,False,True,empty_output,11.177306772999145,ground_truth/sample_set/val/10/179/4.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/4.png
val/10/179/5,val_10_179,val,10,179,5,surya,processed,సంక్షేమం,,1.0,1.0,False,True,empty_output,11.03176138299932,ground_truth/sample_set/val/10/179/5.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/5.png
val/10/179/6,val_10_179,val,10,179,6,surya,processed,జనించిన,,1.0,1.0,False,True,empty_output,7.455782139999428,ground_truth/sample_set/val/10/179/6.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/6.png
val/10/179/7,val_10_179,val,10,179,7,surya,processed,బయటికొచ్చింది,,1.0,1.0,False,True,empty_output,19.246582707000925,ground_truth/sample_set/val/10/179/7.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/7.png
val/10/179/8,val_10_179,val,10,179,8,surya,processed,ఉందన్న,,1.0,1.0,False,True,empty_output,10.713945565999893,ground_truth/sample_set/val/10/179/8.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/8.png
val/10/179/9,val_10_179,val,10,179,9,surya,processed,కష్టమైనదే,కష్టమైనది,0.1111111111111111,1.0,False,False,ok,15.081358464000004,ground_truth/sample_set/val/10/179/9.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/9.png
val/10/179/10,val_10_179,val,10,179,10,surya,processed,వినమ్రంగా,,1.0,1.0,False,True,empty_output,12.08660527199936,ground_truth/sample_set/val/10/179/10.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/10.png
val/10/179/11,val_10_179,val,10,179,11,surya,processed,ఏదైనా,,1.0,1.0,False,True,empty_output,8.243376027001432,ground_truth/sample_set/val/10/179/11.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/11.png
val/10/179/12,val_10_179,val,10,179,12,surya,processed,గణాంకాల,గణాంకాలు,0.14285714285714285,1.0,False,False,ok,11.522647768999377,ground_truth/sample_set/val/10/179/12.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/12.png
val/10/179/13,val_10_179,val,10,179,13,surya,processed,తుఫానుల,,1.0,1.0,False,True,empty_output,13.199508509000225,ground_truth/sample_set/val/10/179/13.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/13.png
val/10/179/14,val_10_179,val,10,179,14,surya,processed,ఆరోగ్య,,1.0,1.0,False,True,empty_output,6.3219711010005994,ground_truth/sample_set/val/10/179/14.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/14.png
val/10/179/15,val_10_179,val,10,179,15,surya,processed,స్థానాలను,స్థానాలను,0.0,0.0,True,False,ok,12.018521967000197,ground_truth/sample_set/val/10/179/15.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/15.png
val/10/179/16,val_10_179,val,10,179,16,surya,processed,బాధపడినా,బాధపడినా,0.0,0.0,True,False,ok,14.452447548999771,ground_truth/sample_set/val/10/179/16.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/16.png
val/10/179/17,val_10_179,val,10,179,17,surya,processed,కోనాం,కూర్పాల,1.0,1.0,False,False,ok,6.5035209839988966,ground_truth/sample_set/val/10/179/17.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/17.png
val/10/179/18,val_10_179,val,10,179,18,surya,processed,చెత్తంతా,,1.0,1.0,False,True,empty_output,8.851047940999706,ground_truth/sample_set/val/10/179/18.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/18.png
val/10/179/19,val_10_179,val,10,179,19,surya,processed,ఒకరు,బకరు,0.25,1.0,False,False,ok,5.522447655001088,ground_truth/sample_set/val/10/179/19.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/19.png
val/10/179/20,val_10_179,val,10,179,20,surya,processed,నియమాకం,,1.0,1.0,False,True,empty_output,10.30103199199948,ground_truth/sample_set/val/10/179/20.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/20.png
val/10/179/21,val_10_179,val,10,179,21,surya,processed,లోయ,,1.0,1.0,False,True,empty_output,6.5446392400008335,ground_truth/sample_set/val/10/179/21.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/21.png
val/10/179/22,val_10_179,val,10,179,22,surya,processed,తేల్చేయగల,,1.0,1.0,False,True,empty_output,11.269463540000288,ground_truth/sample_set/val/10/179/22.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/22.png
val/10/179/23,val_10_179,val,10,179,23,surya,processed,దయతో,,1.0,1.0,False,True,empty_output,12.448073251998721,ground_truth/sample_set/val/10/179/23.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/23.png
val/10/179/24,val_10_179,val,10,179,24,surya,processed,పరిమాణంకంటే,,1.0,1.0,False,True,empty_output,19.309634551998897,ground_truth/sample_set/val/10/179/24.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/24.png
val/10/179/25,val_10_179,val,10,179,25,surya,processed,డైట్,వైద్య ల,1.25,2.0,False,False,ok,6.02159449499959,ground_truth/sample_set/val/10/179/25.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/25.png
val/10/179/26,val_10_179,val,10,179,26,surya,processed,పట్టింది,,1.0,1.0,False,True,empty_output,8.708256522999363,ground_truth/sample_set/val/10/179/26.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/179/26.png
val/10/350/1,val_10_350,val,10,350,1,surya,processed,పుట్టుకొచ్చిన,పుట్టుకొమ్మన,0.23076923076923078,1.0,False,False,ok,14.616377589998592,ground_truth/sample_set/val/10/350/1.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/1.png
val/10/350/2,val_10_350,val,10,350,2,surya,processed,భావనలు,,1.0,1.0,False,True,empty_output,11.993080262000149,ground_truth/sample_set/val/10/350/2.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/2.png
val/10/350/3,val_10_350,val,10,350,3,surya,processed,కొందరికి,కొందరికో,0.125,1.0,False,False,ok,7.5612116570009675,ground_truth/sample_set/val/10/350/3.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/3.png
val/10/350/4,val_10_350,val,10,350,4,surya,processed,ఆహారంలో,,1.0,1.0,False,True,empty_output,9.177600838998842,ground_truth/sample_set/val/10/350/4.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/4.png
val/10/350/5,val_10_350,val,10,350,5,surya,processed,సదుపాయాలున్నాయి,,1.0,1.0,False,True,empty_output,21.193379622000066,ground_truth/sample_set/val/10/350/5.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/5.png
val/10/350/6,val_10_350,val,10,350,6,surya,processed,పొందగోరే,పారిశుధ్యం,1.125,1.0,False,False,ok,11.667343061000793,ground_truth/sample_set/val/10/350/6.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/6.png
val/10/350/7,val_10_350,val,10,350,7,surya,processed,బయటకొచ్చి,,1.0,1.0,False,True,empty_output,15.526015049999842,ground_truth/sample_set/val/10/350/7.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/7.png
val/10/350/8,val_10_350,val,10,350,8,surya,processed,చేయడాన్ని,,1.0,1.0,False,True,empty_output,13.20531856999878,ground_truth/sample_set/val/10/350/8.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/8.png
val/10/350/9,val_10_350,val,10,350,9,surya,processed,స్పష్టం,,1.0,1.0,False,True,empty_output,7.72046435700031,ground_truth/sample_set/val/10/350/9.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/9.png
val/10/350/10,val_10_350,val,10,350,10,surya,processed,వేషంలో,వేషంలో,0.0,0.0,True,False,ok,10.03687117499976,ground_truth/sample_set/val/10/350/10.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/10.png
val/10/350/11,val_10_350,val,10,350,11,surya,processed,భాజపేయులకైనా,,1.0,1.0,False,True,empty_output,20.32660017300077,ground_truth/sample_set/val/10/350/11.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/11.png
val/10/350/12,val_10_350,val,10,350,12,surya,processed,రంగాల్లో,,1.0,1.0,False,True,empty_output,9.899972228000479,ground_truth/sample_set/val/10/350/12.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/12.png
val/10/350/13,val_10_350,val,10,350,13,surya,processed,శతకంలో,ప్రకారం,1.0,1.0,False,False,ok,11.751170925999759,ground_truth/sample_set/val/10/350/13.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/13.png
val/10/350/14,val_10_350,val,10,350,14,surya,processed,సాయంతోనే,,1.0,1.0,False,True,empty_output,11.974304953999308,ground_truth/sample_set/val/10/350/14.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/14.png
val/10/350/15,val_10_350,val,10,350,15,surya,processed,దర్భంగా,దర్శకురాలు,0.8571428571428571,1.0,False,False,ok,8.256538792998981,ground_truth/sample_set/val/10/350/15.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/15.png
val/10/350/16,val_10_350,val,10,350,16,surya,processed,విజిటింగ్,,1.0,1.0,False,True,empty_output,9.948144452000633,ground_truth/sample_set/val/10/350/16.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/16.png
val/10/350/17,val_10_350,val,10,350,17,surya,processed,సంకుచిత,,1.0,1.0,False,True,empty_output,11.301511284000298,ground_truth/sample_set/val/10/350/17.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/17.png
val/10/350/18,val_10_350,val,10,350,18,surya,processed,కారటం,కార్యమం,0.6,1.0,False,False,ok,7.492975684002886,ground_truth/sample_set/val/10/350/18.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/18.png
val/10/350/19,val_10_350,val,10,350,19,surya,processed,అనతికాలంలోనే,‍ ‍,1.0,2.0,False,False,ok,26.266735458000767,ground_truth/sample_set/val/10/350/19.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/19.png
val/10/350/20,val_10_350,val,10,350,20,surya,processed,ఉల్కలు,,1.0,1.0,False,True,empty_output,12.201437408999482,ground_truth/sample_set/val/10/350/20.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/20.png
val/10/350/21,val_10_350,val,10,350,21,surya,processed,ఏబ్రాసితనాన్ని,వే బూనే లే నాని,0.8571428571428571,4.0,False,False,ok,15.398006815998087,ground_truth/sample_set/val/10/350/21.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/21.png
val/10/350/22,val_10_350,val,10,350,22,surya,processed,పడి,మరణి,1.0,1.0,False,False,ok,5.6211237360003,ground_truth/sample_set/val/10/350/22.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/22.png
val/10/350/23,val_10_350,val,10,350,23,surya,processed,కాజేయడానికి,కాపింపుతానికి,0.5454545454545454,1.0,False,False,ok,13.732667061998654,ground_truth/sample_set/val/10/350/23.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/23.png
val/10/350/24,val_10_350,val,10,350,24,surya,processed,కాపలా,,1.0,1.0,False,True,empty_output,7.267338017001748,ground_truth/sample_set/val/10/350/24.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/350/24.png
val/10/386/1,val_10_386,val,10,386,1,surya,processed,రాహిత్యానికి,రాహ లెగ్గిగికో,0.6666666666666666,2.0,False,False,ok,12.44181650599785,ground_truth/sample_set/val/10/386/1.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/1.png
val/10/386/2,val_10_386,val,10,386,2,surya,processed,అసమర్ధుడు,‍,1.0,1.0,False,False,ok,12.101910374,ground_truth/sample_set/val/10/386/2.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/2.png
val/10/386/3,val_10_386,val,10,386,3,surya,processed,నయాగరా,సమాచార,0.8333333333333334,1.0,False,False,ok,10.45352724100303,ground_truth/sample_set/val/10/386/3.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/3.png
val/10/386/4,val_10_386,val,10,386,4,surya,processed,ధ్రువతారగా,,1.0,1.0,False,True,empty_output,12.341170209001575,ground_truth/sample_set/val/10/386/4.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/4.png
val/10/386/5,val_10_386,val,10,386,5,surya,processed,భక్తులను,,1.0,1.0,False,True,empty_output,11.851713911000843,ground_truth/sample_set/val/10/386/5.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/5.png
val/10/386/6,val_10_386,val,10,386,6,surya,processed,ఊబకాయంవున్న,డో ౮ యం వున్నా,0.6363636363636364,4.0,False,False,ok,22.923758540000563,ground_truth/sample_set/val/10/386/6.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/6.png
val/10/386/7,val_10_386,val,10,386,7,surya,processed,వరకే,ఎండకో,1.0,1.0,False,False,ok,8.418072546002804,ground_truth/sample_set/val/10/386/7.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/7.png
val/10/386/8,val_10_386,val,10,386,8,surya,processed,పజిల్,మౌల్,0.6,1.0,False,False,ok,6.6752891299984185,ground_truth/sample_set/val/10/386/8.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/8.png
val/10/386/9,val_10_386,val,10,386,9,surya,processed,మందులకు,మందులకు,0.0,0.0,True,False,ok,8.891575925001234,ground_truth/sample_set/val/10/386/9.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/9.png
val/10/386/10,val_10_386,val,10,386,10,surya,processed,కానుకలు,,1.0,1.0,False,True,empty_output,10.230100820001098,ground_truth/sample_set/val/10/386/10.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/10.png
val/10/386/11,val_10_386,val,10,386,11,surya,processed,నచ్చి,,1.0,1.0,False,True,empty_output,7.0447614529985,ground_truth/sample_set/val/10/386/11.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/11.png
val/10/386/12,val_10_386,val,10,386,12,surya,processed,అన్సారీలకు,అన్నా రీలకు,0.2,2.0,False,False,ok,11.482583474000421,ground_truth/sample_set/val/10/386/12.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/12.png
val/10/386/13,val_10_386,val,10,386,13,surya,processed,చిన్నతనంలో,‌,1.0,1.0,False,False,ok,15.947857209997892,ground_truth/sample_set/val/10/386/13.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/13.png
val/10/386/14,val_10_386,val,10,386,14,surya,processed,సమావేశానికి,,1.0,1.0,False,True,empty_output,21.753217898000003,ground_truth/sample_set/val/10/386/14.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/14.png
val/10/386/15,val_10_386,val,10,386,15,surya,processed,ఆద్యురాలు,,1.0,1.0,False,True,empty_output,12.600179962002585,ground_truth/sample_set/val/10/386/15.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/15.png
val/10/386/16,val_10_386,val,10,386,16,surya,processed,లాంటివారు,లాంటి వారు,0.1111111111111111,2.0,False,False,ok,10.035039226000663,ground_truth/sample_set/val/10/386/16.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/16.png
val/10/386/17,val_10_386,val,10,386,17,surya,processed,మతిపోయింది,మార్కెటింగు బ్యాంకింగు,1.7,2.0,False,False,ok,20.419535578999785,ground_truth/sample_set/val/10/386/17.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/17.png
val/10/386/18,val_10_386,val,10,386,18,surya,processed,తారసపడుతుంటారు,వ్రౌరసుడులయిరారు,0.6428571428571429,1.0,False,False,ok,31.92938498899821,ground_truth/sample_set/val/10/386/18.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/18.png
val/10/386/19,val_10_386,val,10,386,19,surya,processed,మిత్రపక్షాలైన,మి తీపకొల్లెపైన,0.6153846153846154,2.0,False,False,ok,16.592747062000853,ground_truth/sample_set/val/10/386/19.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/19.png
val/10/386/20,val_10_386,val,10,386,20,surya,processed,పెట్టదు,,1.0,1.0,False,True,empty_output,6.9329485109992675,ground_truth/sample_set/val/10/386/20.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/20.png
val/10/386/21,val_10_386,val,10,386,21,surya,processed,చాల,,1.0,1.0,False,True,empty_output,3.893232097998407,ground_truth/sample_set/val/10/386/21.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/21.png
val/10/386/22,val_10_386,val,10,386,22,surya,processed,స్తుతియిస్తూ,,1.0,1.0,False,True,empty_output,11.410323662999872,ground_truth/sample_set/val/10/386/22.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/22.png
val/10/386/23,val_10_386,val,10,386,23,surya,processed,చిత్తశుద్ధికి,బ్రిడ్జి సేక్షిక,0.9230769230769231,2.0,False,False,ok,12.830437838001671,ground_truth/sample_set/val/10/386/23.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/23.png
val/10/386/24,val_10_386,val,10,386,24,surya,processed,నెల,,1.0,1.0,False,True,empty_output,5.00512085200171,ground_truth/sample_set/val/10/386/24.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/386/24.png
val/10/469/1,val_10_469,val,10,469,1,surya,processed,పూర్తిచేయనున్నట్లు,ప్రశ్నిపెయినిన్నట్లు,0.3888888888888889,1.0,False,False,ok,25.969017440002062,ground_truth/sample_set/val/10/469/1.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/469/1.png
val/10/469/2,val_10_469,val,10,469,2,surya,processed,అనుసరిస్తారే,అనునరిస్తారా,0.16666666666666666,1.0,False,False,ok,13.686401298000419,ground_truth/sample_set/val/10/469/2.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/469/2.png
val/10/469/3,val_10_469,val,10,469,3,surya,processed,ప్రతాపరెడ్డి,,1.0,1.0,False,True,empty_output,11.337439793998783,ground_truth/sample_set/val/10/469/3.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/469/3.png
val/10/469/4,val_10_469,val,10,469,4,surya,processed,వెచ్చగా,,1.0,1.0,False,True,empty_output,10.74855267899693,ground_truth/sample_set/val/10/469/4.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/469/4.png
val/10/469/5,val_10_469,val,10,469,5,surya,processed,మాకాప్రస్తావనే,,1.0,1.0,False,True,empty_output,15.894768218997342,ground_truth/sample_set/val/10/469/5.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/469/5.png
val/10/469/6,val_10_469,val,10,469,6,surya,processed,ముగ్గులేసి,,1.0,1.0,False,True,empty_output,15.239911078999285,ground_truth/sample_set/val/10/469/6.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/469/6.png
val/10/469/7,val_10_469,val,10,469,7,surya,processed,సినిమాలు,,1.0,1.0,False,True,empty_output,9.319049540001288,ground_truth/sample_set/val/10/469/7.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/469/7.png
val/10/469/8,val_10_469,val,10,469,8,surya,processed,గెలిచిందంటే,,1.0,1.0,False,True,empty_output,19.453895689999626,ground_truth/sample_set/val/10/469/8.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/469/8.png
val/10/469/9,val_10_469,val,10,469,9,surya,processed,పొందని,పాఠశాల,0.8333333333333334,1.0,False,False,ok,9.942248418999952,ground_truth/sample_set/val/10/469/9.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/469/9.png
val/10/469/10,val_10_469,val,10,469,10,surya,processed,చేతలు,,1.0,1.0,False,True,empty_output,6.3790122869977495,ground_truth/sample_set/val/10/469/10.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/469/10.png
val/10/469/11,val_10_469,val,10,469,11,surya,processed,ఇతివ్యజానతో,,1.0,1.0,False,True,empty_output,15.78716059600265,ground_truth/sample_set/val/10/469/11.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/469/11.png
val/10/469/12,val_10_469,val,10,469,12,surya,processed,ఇచ్చినట్టని,,1.0,1.0,False,True,empty_output,15.15217966599812,ground_truth/sample_set/val/10/469/12.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/469/12.png
val/10/469/13,val_10_469,val,10,469,13,surya,processed,పంతొమ్మిదివేల,మంతోమిశ్రదేవేలు,0.6153846153846154,1.0,False,False,ok,16.069383892001497,ground_truth/sample_set/val/10/469/13.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/469/13.png
val/10/469/14,val_10_469,val,10,469,14,surya,processed,మ్యూజియం,‌,1.0,1.0,False,False,ok,12.939598127999488,ground_truth/sample_set/val/10/469/14.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/469/14.png
val/10/469/15,val_10_469,val,10,469,15,surya,processed,స్వాగతం,స్థానితం,0.42857142857142855,1.0,False,False,ok,11.654533455999626,ground_truth/sample_set/val/10/469/15.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/469/15.png
val/10/469/16,val_10_469,val,10,469,16,surya,processed,పెన్నుతో,,1.0,1.0,False,True,empty_output,10.245103403998655,ground_truth/sample_set/val/10/469/16.jpg,/home/tom/telugu_data/ground_truth_processed_0622/val/10/469/16.png
